DateTime,Open,High,Low,Close,Volume,MACD_2_5_9_line,MACD_2_5_9_signal,MACD_2_5_9_histogram,MACD_4_10_9_line,MACD_4_10_9_signal,MACD_4_10_9_histogram,MACD_6_15_9_line,MACD_6_15_9_signal,MACD_6_15_9_histogram,MACD_9_20_9_line,MACD_9_20_9_signal,MACD_9_20_9_histogram,MACD_11_25_9_line,MACD_11_25_9_signal,MACD_11_25_9_histogram,MACD_13_30_9_line,MACD_13_30_9_signal,MACD_13_30_9_histogram,MACD_16_35_9_line,MACD_16_35_9_signal,MACD_16_35_9_histogram,MACD_18_40_9_line,MACD_18_40_9_signal,MACD_18_40_9_histogram,MACD_20_45_9_line,MACD_20_45_9_signal,MACD_20_45_9_histogram,MACD_23_50_9_line,MACD_23_50_9_signal,MACD_23_50_9_histogram,MACD_25_55_9_line,MACD_25_55_9_signal,MACD_25_55_9_histogram,MACD_27_60_9_line,MACD_27_60_9_signal,MACD_27_60_9_histogram,MACD_29_65_9_line,MACD_29_65_9_signal,MACD_29_65_9_histogram,MACD_32_70_9_line,MACD_32_70_9_signal,MACD_32_70_9_histogram,MACD_34_75_9_line,MACD_34_75_9_signal,MACD_34_75_9_histogram,MACD_36_80_9_line,MACD_36_80_9_signal,MACD_36_80_9_histogram,MACD_39_85_9_line,MACD_39_85_9_signal,MACD_39_85_9_histogram,MACD_41_90_9_line,MACD_41_90_9_signal,MACD_41_90_9_histogram,MACD_43_95_9_line,MACD_43_95_9_signal,MACD_43_95_9_histogram,MACD_46_100_9_line,MACD_46_100_9_signal,MACD_46_100_9_histogram,MACD_48_105_9_line,MACD_48_105_9_signal,MACD_48_105_9_histogram,MACD_50_110_9_line,MACD_50_110_9_signal,MACD_50_110_9_histogram,MACD_52_115_9_line,MACD_52_115_9_signal,MACD_52_115_9_histogram,MACD_55_120_9_line,MACD_55_120_9_signal,MACD_55_120_9_histogram,MACD_57_125_9_line,MACD_57_125_9_signal,MACD_57_125_9_histogram,MACD_59_130_9_line,MACD_59_130_9_signal,MACD_59_130_9_histogram,MACD_62_135_9_line,MACD_62_135_9_signal,MACD_62_135_9_histogram,MACD_64_140_9_line,MACD_64_140_9_signal,MACD_64_140_9_histogram,MACD_66_145_9_line,MACD_66_145_9_signal,MACD_66_145_9_histogram,MACD_69_150_9_line,MACD_69_150_9_signal,MACD_69_150_9_histogram,CCI_5,CCI_15,CCI_25,CCI_35,CCI_45,CCI_55,CCI_65,CCI_75,CCI_85,CCI_95,CCI_105,CCI_115,CCI_125,CCI_135,CCI_145,CCI_155,CCI_165,CCI_175,CCI_185,CCI_195,CCI_205,CCI_215,CCI_225,CCI_235,CCI_245,CCI_255,CCI_265,CCI_275,CCI_285,CCI_295,ATR_2,ATR_4,ATR_6,ATR_8,ATR_10,ATR_12,ATR_14,ATR_16,ATR_18,ATR_20,SMA_2,SMA_4,SMA_6,SMA_8,SMA_10,SMA_12,SMA_14,SMA_16,SMA_18,SMA_20,SMA_22,SMA_24,SMA_26,SMA_28,SMA_30,SMA_32,SMA_34,SMA_36,SMA_38,SMA_40,EMA200
2005-08-11 08:25:00,123.3,123.3,123.3,123.3,10000,-0.0364,-0.0187,-0.0177,-0.0428,-0.0096,-0.0332,-0.0297,0.0046,-0.0343,-0.0098,0.0166,-0.0263,-0.0001,0.0224,-0.0225,0.0049,0.0227,-0.0178,0.0051,0.0161,-0.011,0.0003,0.0073,-0.0069,-0.0074,-0.0041,-0.0033,-0.0178,-0.0183,0.0006,-0.0284,-0.0313,0.0028,-0.0393,-0.0439,0.0046,-0.0499,-0.0557,0.0058,-0.0596,-0.0663,0.0067,-0.0683,-0.0755,0.0071,-0.0759,-0.0832,0.0073,-0.0814,-0.0885,0.007,-0.0865,-0.0933,0.0068,-0.0904,-0.0968,0.0064,-0.0917,-0.0974,0.0057,-0.0934,-0.0986,0.0051,-0.0942,-0.0987,0.0045,-0.0942,-0.098,0.0039,-0.0914,-0.0944,0.003,-0.0898,-0.0922,0.0024,-0.0876,-0.0894,0.0018,-0.0829,-0.0839,0.001,-0.0798,-0.0802,0.0004,-0.0762,-0.0761,-0.0002,-0.0704,-0.0696,-0.0008,-80.4989,-105.4513,-121.5354,-97.3923,-19.9884,7.1572,-6.7985,-34.1598,-44.1852,-50.4979,-55.7549,-60.9754,-66.1689,-71.389,-76.5939,-74.1549,-68.725,-66.4053,-62.0266,-57.8468,-55.8945,-52.2859,-50.4342,-48.7292,-46.5274,-43.5164,-40.278,-36.0712,-29.6095,-23.459,0.0415,0.0434,0.0426,0.0426,0.0441,0.0469,0.0503,0.0541,0.0579,0.0616,123.29,123.3325,123.36,123.3887,123.411,123.415,123.405,123.4019,123.4011,123.3955,123.3923,123.3892,123.3865,123.3836,123.3793,123.3759,123.3656,123.365,123.3597,123.3532,123.5185
2005-08-11 08:30:00,123.34,123.34,123.25,123.25,50900,-0.0425,-0.0234,-0.019,-0.0524,-0.0181,-0.0342,-0.0421,-0.0047,-0.0373,-0.0213,0.009,-0.0303,-0.0113,0.0157,-0.027,-0.0055,0.0171,-0.0226,-0.0033,0.0122,-0.0155,-0.007,0.0044,-0.0114,-0.0137,-0.006,-0.0077,-0.0227,-0.0192,-0.0035,-0.0326,-0.0315,-0.0011,-0.0428,-0.0437,0.0008,-0.0529,-0.0551,0.0023,-0.062,-0.0655,0.0035,-0.0704,-0.0744,0.0041,-0.0778,-0.0821,0.0044,-0.083,-0.0874,0.0044,-0.0879,-0.0922,0.0043,-0.0918,-0.0958,0.004,-0.0931,-0.0965,0.0035,-0.0948,-0.0978,0.003,-0.0956,-0.0981,0.0025,-0.0956,-0.0975,0.002,-0.0928,-0.0941,0.0013,-0.0913,-0.092,0.0007,-0.0892,-0.0894,0.0001,-0.0846,-0.084,-0.0005,-0.0815,-0.0804,-0.0011,-0.078,-0.0765,-0.0016,-0.0723,-0.0701,-0.0021,-76.0626,-110.0083,-139.1825,-120.5388,-40.9386,-2.3003,-15.1335,-40.3762,-48.6878,-53.8253,-58.3431,-63.3126,-68.5303,-73.8088,-79.0594,-77.6168,-72.2866,-69.9322,-66.3253,-61.422,-59.7962,-56.1724,-54.2816,-52.7561,-50.5717,-47.682,-44.5067,-40.4742,-34.1445,-27.7999,0.0657,0.055,0.0505,0.0485,0.0487,0.0505,0.0532,0.0564,0.0597,0.063,123.275,123.3025,123.3283,123.3587,123.384,123.4075,123.3979,123.3938,123.3933,123.3915,123.3873,123.385,123.3827,123.3807,123.3767,123.3738,123.3632,123.3619,123.3563,123.3542,123.5158
2005-08-11 08:35:00,123.3,123.32,123.26,123.26,113100,-0.031,-0.025,-0.0061,-0.0511,-0.0247,-0.0264,-0.0467,-0.0131,-0.0336,-0.0282,0.0016,-0.0297,-0.0189,0.0087,-0.0277,-0.013,0.0111,-0.0241,-0.0096,0.0079,-0.0175,-0.0127,0.001,-0.0137,-0.0186,-0.0086,-0.0101,-0.0265,-0.0207,-0.0058,-0.0358,-0.0324,-0.0034,-0.0455,-0.044,-0.0015,-0.0551,-0.0551,0.0,-0.0637,-0.0651,0.0014,-0.0718,-0.0739,0.0021,-0.079,-0.0815,0.0025,-0.084,-0.0867,0.0027,-0.0889,-0.0916,0.0026,-0.0928,-0.0952,0.0024,-0.094,-0.096,0.002,-0.0957,-0.0974,0.0017,-0.0966,-0.0978,0.0012,-0.0966,-0.0974,0.0007,-0.0939,-0.094,0.0001,-0.0925,-0.0921,-0.0004,-0.0905,-0.0896,-0.0009,-0.0859,-0.0844,-0.0015,-0.0829,-0.0809,-0.002,-0.0795,-0.0771,-0.0025,-0.0739,-0.0709,-0.003,-62.6911,-100.4324,-130.4525,-115.386,-51.4905,-1.0061,-12.2167,-38.8507,-47.6881,-53.1147,-57.4942,-62.36,-67.493,-72.6799,-77.8542,-77.2959,-72.2634,-69.7338,-66.744,-61.3138,-59.8496,-56.3384,-54.2999,-52.817,-50.7029,-47.8723,-44.7471,-40.9131,-34.7391,-28.3563,0.0679,0.0588,0.0537,0.0512,0.0508,0.0521,0.0544,0.0572,0.0603,0.0634,123.255,123.2725,123.3067,123.3338,123.362,123.385,123.3921,123.3862,123.3856,123.3865,123.3827,123.3808,123.3788,123.3771,123.375,123.3716,123.3688,123.3594,123.3592,123.3545,123.5133
2005-08-11 08:40:00,123.25,123.27,123.25,123.27,1700,-0.0183,-0.0236,0.0053,-0.0446,-0.0287,-0.0159,-0.0464,-0.0198,-0.0266,-0.0316,-0.0051,-0.0265,-0.0236,0.0023,-0.0259,-0.0181,0.0052,-0.0233,-0.0142,0.0034,-0.0177,-0.0168,-0.0026,-0.0143,-0.0223,-0.0113,-0.011,-0.0293,-0.0224,-0.0069,-0.0381,-0.0335,-0.0046,-0.0474,-0.0447,-0.0027,-0.0567,-0.0554,-0.0012,-0.0648,-0.065,0.0002,-0.0728,-0.0737,0.0009,-0.0798,-0.0812,0.0014,-0.0846,-0.0863,0.0016,-0.0895,-0.0912,0.0016,-0.0934,-0.0949,0.0015,-0.0945,-0.0957,0.0012,-0.0963,-0.0972,0.0008,-0.0973,-0.0977,0.0004,-0.0974,-0.0974,-0.0,-0.0947,-0.0942,-0.0006,-0.0934,-0.0924,-0.001,-0.0915,-0.09,-0.0015,-0.087,-0.0849,-0.0021,-0.0841,-0.0816,-0.0025,-0.0808,-0.0778,-0.003,-0.0752,-0.0718,-0.0035,-120.155,-104.6858,-138.9425,-147.9596,-78.6611,-9.5965,-19.9716,-44.3426,-51.8416,-56.042,-59.6681,-64.2055,-69.2789,-74.486,-79.684,-80.0741,-75.2981,-72.6319,-70.2248,-64.2948,-63.0629,-59.7169,-57.5205,-56.0435,-54.1659,-51.3868,-48.3342,-44.682,-38.6156,-32.1513,0.0439,0.0491,0.0481,0.0473,0.0477,0.0494,0.0519,0.0549,0.0581,0.0612,123.265,123.27,123.29,123.3125,123.34,123.3642,123.3871,123.3812,123.3794,123.3805,123.38,123.3771,123.3758,123.3743,123.373,123.3697,123.3674,123.3578,123.3568,123.3518,123.5108
2005-08-11 08:45:00,123.26,123.26,123.26,123.26,1000,-0.0147,-0.0218,0.0071,-0.0403,-0.031,-0.0093,-0.0461,-0.0251,-0.021,-0.0345,-0.0109,-0.0235,-0.0278,-0.0037,-0.0241,-0.0228,-0.0004,-0.0225,-0.0186,-0.001,-0.0176,-0.0209,-0.0062,-0.0146,-0.0259,-0.0142,-0.0117,-0.0321,-0.0243,-0.0078,-0.0405,-0.0349,-0.0056,-0.0494,-0.0456,-0.0038,-0.0583,-0.056,-0.0023,-0.066,-0.0652,-0.0008,-0.0738,-0.0737,-0.0001,-0.0807,-0.0811,0.0004,-0.0854,-0.0861,0.0007,-0.0902,-0.091,0.0007,-0.0941,-0.0947,0.0006,-0.0952,-0.0956,0.0004,-0.0971,-0.0972,0.0001,-0.098,-0.0978,-0.0003,-0.0982,-0.0975,-0.0007,-0.0956,-0.0945,-0.0012,-0.0944,-0.0928,-0.0016,-0.0926,-0.0905,-0.0021,-0.0881,-0.0856,-0.0026,-0.0853,-0.0823,-0.003,-0.0822,-0.0787,-0.0035,-0.0766,-0.0727,-0.0039,-92.5926,-96.9548,-129.1652,-145.604,-93.7023,-12.8233,-20.3371,-44.1422,-52.056,-56.1029,-59.527,-63.8621,-68.8072,-73.9479,-79.0869,-80.4197,-76.0559,-73.0067,-71.0526,-64.867,-63.7762,-60.542,-58.1336,-56.6734,-54.9245,-52.1883,-49.2,-45.7443,-39.8636,-33.3954,0.027,0.0393,0.0418,0.0426,0.044,0.0461,0.0489,0.0521,0.0554,0.0587,123.265,123.26,123.27,123.2962,123.32,123.3458,123.3679,123.3762,123.3728,123.3735,123.3755,123.3729,123.3719,123.3707,123.3697,123.3681,123.3653,123.3631,123.3545,123.3545,123.5083
2005-08-11 08:50:00,123.23,123.25,123.22,123.25,2100,-0.014,-0.0203,0.0063,-0.0375,-0.0323,-0.0052,-0.0459,-0.0292,-0.0167,-0.037,-0.0161,-0.0208,-0.0316,-0.0093,-0.0223,-0.0272,-0.0057,-0.0214,-0.0227,-0.0053,-0.0174,-0.0248,-0.0099,-0.0148,-0.0294,-0.0173,-0.0121,-0.0349,-0.0264,-0.0085,-0.0429,-0.0365,-0.0064,-0.0515,-0.0468,-0.0046,-0.0601,-0.0568,-0.0032,-0.0674,-0.0657,-0.0017,-0.075,-0.074,-0.001,-0.0817,-0.0812,-0.0005,-0.0863,-0.0861,-0.0001,-0.091,-0.091,-0.0001,-0.0949,-0.0947,-0.0001,-0.096,-0.0957,-0.0003,-0.0979,-0.0973,-0.0006,-0.0989,-0.098,-0.0009,-0.0992,-0.0979,-0.0013,-0.0966,-0.0949,-0.0017,-0.0955,-0.0933,-0.0022,-0.0937,-0.0911,-0.0026,-0.0894,-0.0863,-0.0031,-0.0867,-0.0832,-0.0035,-0.0836,-0.0797,-0.0039,-0.0781,-0.0738,-0.0043,-134.058,-98.5915,-135.6816,-163.5101,-126.0789,-26.3755,-30.49,-51.5497,-57.8327,-60.1309,-62.5363,-66.3383,-71.1209,-76.3016,-81.4818,-83.7856,-79.8295,-76.3694,-74.823,-68.6035,-67.6145,-64.4679,-61.9377,-60.5177,-58.93,-56.2682,-53.4264,-50.1371,-44.4625,-37.877,0.0335,0.0395,0.0415,0.0423,0.0436,0.0456,0.0483,0.0513,0.0545,0.0577,123.255,123.26,123.265,123.2812,123.301,123.3258,123.3486,123.3706,123.3672,123.367,123.3691,123.3696,123.3677,123.3671,123.3663,123.3656,123.3629,123.3611,123.3524,123.3518,123.5058
2005-08-11 08:55:00,123.24,123.29,123.24,123.29,12900,0.0026,-0.0157,0.0183,-0.0246,-0.0308,0.0061,-0.0377,-0.0309,-0.0068,-0.0339,-0.0197,-0.0142,-0.0305,-0.0136,-0.017,-0.0273,-0.01,-0.0172,-0.0235,-0.0089,-0.0146,-0.0257,-0.0131,-0.0126,-0.0302,-0.0199,-0.0104,-0.0355,-0.0282,-0.0073,-0.0433,-0.0379,-0.0054,-0.0516,-0.0478,-0.0039,-0.0601,-0.0575,-0.0026,-0.0672,-0.066,-0.0012,-0.0747,-0.0741,-0.0006,-0.0814,-0.0813,-0.0002,-0.0859,-0.0861,0.0002,-0.0907,-0.0909,0.0002,-0.0945,-0.0947,0.0001,-0.0957,-0.0957,-0.0,-0.0977,-0.0974,-0.0003,-0.0988,-0.0982,-0.0007,-0.0992,-0.0981,-0.001,-0.0968,-0.0953,-0.0015,-0.0957,-0.0938,-0.0019,-0.0941,-0.0917,-0.0023,-0.0898,-0.087,-0.0028,-0.0872,-0.084,-0.0032,-0.0842,-0.0806,-0.0036,-0.0789,-0.0748,-0.0041,62.5,-63.2054,-94.9384,-114.4347,-91.0322,-10.5515,-8.9085,-32.7922,-45.658,-51.5269,-55.516,-59.8107,-64.5358,-69.4498,-74.358,-77.4036,-73.7983,-69.9634,-68.4799,-62.4379,-61.3159,-58.2923,-55.5363,-53.9903,-52.3811,-49.7944,-46.959,-43.8151,-38.4624,-31.9564,0.0417,0.0421,0.0429,0.0433,0.0442,0.046,0.0484,0.0512,0.0543,0.0573,123.27,123.2675,123.2633,123.27,123.291,123.3117,123.335,123.3556,123.3644,123.3625,123.3641,123.3667,123.365,123.3646,123.364,123.3634,123.3624,123.36,123.3582,123.3502,123.5036
2005-08-11 09:00:00,123.29,123.31,123.28,123.28,41200,0.0024,-0.0121,0.0145,-0.0187,-0.0284,0.0097,-0.0328,-0.0313,-0.0015,-0.032,-0.0222,-0.0099,-0.0302,-0.0169,-0.0133,-0.0279,-0.0136,-0.0143,-0.0246,-0.0121,-0.0126,-0.0269,-0.0158,-0.0111,-0.0314,-0.0222,-0.0092,-0.0364,-0.0299,-0.0065,-0.0439,-0.0391,-0.0049,-0.0521,-0.0486,-0.0034,-0.0603,-0.058,-0.0023,-0.0672,-0.0662,-0.001,-0.0746,-0.0742,-0.0004,-0.0813,-0.0813,-0.0,-0.0857,-0.086,0.0003,-0.0905,-0.0908,0.0003,-0.0944,-0.0946,0.0002,-0.0956,-0.0957,0.0,-0.0977,-0.0974,-0.0002,-0.0989,-0.0983,-0.0006,-0.0993,-0.0984,-0.0009,-0.097,-0.0956,-0.0014,-0.0961,-0.0942,-0.0018,-0.0945,-0.0923,-0.0022,-0.0904,-0.0877,-0.0027,-0.0879,-0.0848,-0.0031,-0.085,-0.0815,-0.0035,-0.0798,-0.0758,-0.0039,125.8503,-42.394,-72.1278,-90.8695,-72.0075,-4.8783,1.5349,-20.6715,-38.8778,-46.5892,-51.5794,-56.147,-60.8491,-65.6094,-70.3489,-74.1515,-70.8171,-66.6925,-65.1662,-59.596,-58.1634,-55.3085,-52.3443,-50.7826,-49.1145,-46.7107,-43.8501,-40.7179,-35.8149,-29.2601,0.0359,0.0391,0.0407,0.0416,0.0428,0.0446,0.0471,0.0499,0.0529,0.056,123.285,123.27,123.2683,123.27,123.282,123.2983,123.32,123.3406,123.3611,123.359,123.3595,123.3621,123.3631,123.3618,123.3617,123.3612,123.3609,123.3586,123.3571,123.349,123.5014
2005-08-11 09:05:00,123.26,123.26,123.26,123.26,1600,-0.0049,-0.0106,0.0058,-0.0188,-0.0265,0.0076,-0.0318,-0.0314,-0.0004,-0.0322,-0.0242,-0.008,-0.0314,-0.0198,-0.0116,-0.0297,-0.0168,-0.0129,-0.0267,-0.015,-0.0117,-0.0289,-0.0185,-0.0105,-0.0333,-0.0244,-0.0089,-0.0379,-0.0315,-0.0064,-0.0452,-0.0403,-0.0049,-0.0531,-0.0495,-0.0036,-0.0611,-0.0587,-0.0025,-0.0678,-0.0665,-0.0013,-0.0751,-0.0744,-0.0007,-0.0816,-0.0813,-0.0003,-0.086,-0.086,0.0,-0.0908,-0.0908,0.0001,-0.0947,-0.0946,-0.0,-0.0959,-0.0957,-0.0002,-0.098,-0.0976,-0.0005,-0.0993,-0.0985,-0.0008,-0.0998,-0.0986,-0.0011,-0.0976,-0.096,-0.0016,-0.0967,-0.0947,-0.002,-0.0953,-0.0929,-0.0024,-0.0912,-0.0884,-0.0028,-0.0888,-0.0856,-0.0032,-0.086,-0.0824,-0.0036,-0.0809,-0.0768,-0.004,-22.8758,-65.6174,-91.965,-122.6641,-107.6506,-32.6697,-16.6363,-33.8152,-48.7409,-53.6074,-56.8756,-60.5445,-64.9758,-69.8115,-74.6732,-79.4572,-76.3031,-72.0033,-70.5663,-65.5233,-63.6116,-61.155,-58.1195,-56.6377,-55.1446,-52.9525,-50.1555,-47.026,-42.5726,-35.7595,0.0279,0.0343,0.0373,0.0389,0.0405,0.0426,0.0452,0.048,0.0511,0.0542,123.27,123.27,123.2683,123.265,123.27,123.2875,123.3057,123.3269,123.3461,123.355,123.3541,123.3562,123.3592,123.3582,123.3583,123.3581,123.3579,123.3572,123.3553,123.3538,123.499
2005-08-11 09:10:00,123.26,123.29,123.26,123.29,11000,0.0046,-0.0076,0.0122,-0.0109,-0.0234,0.0124,-0.0252,-0.0302,0.0049,-0.0286,-0.025,-0.0035,-0.0292,-0.0217,-0.0075,-0.0285,-0.0192,-0.0094,-0.0263,-0.0173,-0.0091,-0.0288,-0.0205,-0.0083,-0.0332,-0.0261,-0.007,-0.0378,-0.0327,-0.005,-0.045,-0.0412,-0.0037,-0.0527,-0.0502,-0.0026,-0.0607,-0.0591,-0.0016,-0.0672,-0.0667,-0.0006,-0.0744,-0.0744,-0.0,-0.081,-0.0813,0.0003,-0.0853,-0.0859,0.0005,-0.0901,-0.0907,0.0005,-0.0941,-0.0945,0.0004,-0.0954,-0.0957,0.0002,-0.0976,-0.0976,-0.0,-0.0989,-0.0986,-0.0004,-0.0996,-0.0988,-0.0007,-0.0975,-0.0963,-0.0012,-0.0967,-0.0951,-0.0016,-0.0954,-0.0934,-0.002,-0.0915,-0.089,-0.0025,-0.0892,-0.0863,-0.0029,-0.0865,-0.0832,-0.0033,-0.0814,-0.0777,-0.0037,50.5952,-38.4383,-68.1555,-91.5344,-88.3763,-23.8235,-4.0143,-19.3484,-40.1653,-47.4629,-52.1744,-56.2835,-60.7697,-65.4309,-70.1133,-74.7422,-72.5581,-68.1251,-66.5698,-62.1962,-59.4662,-57.4364,-54.2862,-52.7561,-51.2382,-49.1772,-46.3463,-43.2172,-38.9664,-32.4122,0.029,0.0332,0.0361,0.0378,0.0395,0.0415,0.0441,0.0469,0.0499,0.053,123.275,123.28,123.2717,123.27,123.271,123.2808,123.295,123.3144,123.3333,123.3525,123.3514,123.3525,123.3554,123.3568,123.356,123.3562,123.3562,123.3561,123.3542,123.353,123.4969
2005-08-11 09:15:00,123.28,123.29,123.28,123.28,2800,0.0024,-0.0056,0.0079,-0.0085,-0.0204,0.0119,-0.0218,-0.0285,0.0067,-0.0264,-0.0253,-0.0011,-0.028,-0.0229,-0.0051,-0.0281,-0.021,-0.0071,-0.0265,-0.0191,-0.0074,-0.0291,-0.0223,-0.0069,-0.0335,-0.0276,-0.0059,-0.038,-0.0338,-0.0042,-0.0451,-0.042,-0.0031,-0.0527,-0.0507,-0.002,-0.0605,-0.0593,-0.0011,-0.0669,-0.0667,-0.0002,-0.0741,-0.0743,0.0003,-0.0806,-0.0811,0.0006,-0.0849,-0.0857,0.0008,-0.0897,-0.0905,0.0008,-0.0937,-0.0944,0.0007,-0.0951,-0.0956,0.0005,-0.0973,-0.0975,0.0002,-0.0988,-0.0986,-0.0002,-0.0995,-0.099,-0.0005,-0.0975,-0.0966,-0.001,-0.0969,-0.0955,-0.0014,-0.0956,-0.0938,-0.0018,-0.0918,-0.0896,-0.0023,-0.0896,-0.087,-0.0027,-0.087,-0.084,-0.0031,-0.0821,-0.0786,-0.0035,46.875,-25.7642,-60.7143,-82.4085,-80.0775,-26.9466,-0.6971,-14.254,-37.6149,-45.6561,-50.8262,-54.9584,-59.3881,-63.9744,-68.579,-73.129,-71.6331,-67.3732,-65.7395,-62.0856,-58.4997,-56.9323,-53.7179,-52.1429,-50.6781,-48.6897,-45.8664,-42.8002,-38.7338,-32.3895,0.0195,0.0274,0.0317,0.0343,0.0365,0.0389,0.0416,0.0446,0.0477,0.0508,123.285,123.2775,123.275,123.2725,123.269,123.2725,123.2871,123.3031,123.3222,123.34,123.3486,123.3483,123.3508,123.3539,123.3533,123.3538,123.3538,123.3539,123.3534,123.3518,123.4948
2005-08-11 09:20:00,123.28,123.28,123.27,123.27,2700,-0.002,-0.0049,0.0029,-0.0088,-0.0181,0.0092,-0.0205,-0.0269,0.0064,-0.0254,-0.0253,-0.0001,-0.0276,-0.0239,-0.0038,-0.0283,-0.0224,-0.0059,-0.0271,-0.0207,-0.0064,-0.0298,-0.0238,-0.0061,-0.0342,-0.0289,-0.0052,-0.0385,-0.0347,-0.0038,-0.0454,-0.0427,-0.0027,-0.0529,-0.0511,-0.0018,-0.0606,-0.0596,-0.001,-0.0669,-0.0668,-0.0001,-0.0739,-0.0742,0.0003,-0.0804,-0.081,0.0006,-0.0846,-0.0855,0.0008,-0.0895,-0.0903,0.0008,-0.0935,-0.0942,0.0007,-0.095,-0.0954,0.0005,-0.0973,-0.0975,0.0002,-0.0988,-0.0987,-0.0001,-0.0995,-0.0991,-0.0005,-0.0977,-0.0968,-0.0009,-0.0971,-0.0958,-0.0013,-0.096,-0.0942,-0.0017,-0.0923,-0.0901,-0.0022,-0.0902,-0.0876,-0.0026,-0.0877,-0.0847,-0.003,-0.0829,-0.0795,-0.0034,-31.25,-39.6552,-64.9518,-87.7614,-88.6384,-38.7649,-5.5318,-17.7494,-40.3724,-47.7532,-52.3029,-56.0364,-60.2595,-64.8145,-69.4086,-73.9482,-73.2281,-69.0824,-67.4053,-64.4745,-60.2328,-58.9523,-55.726,-54.0911,-52.7732,-50.7823,-48.067,-45.0584,-41.1725,-35.0037,0.0147,0.0231,0.0281,0.0313,0.0339,0.0365,0.0394,0.0425,0.0456,0.0488,123.275,123.275,123.2783,123.2725,123.271,123.2717,123.28,123.2925,123.31,123.3275,123.3455,123.345,123.3465,123.3496,123.3513,123.3509,123.3515,123.3517,123.3518,123.3502,123.4925
